student_id,grade,gender,sleep_hours,sleep_quality,homework_hours,tests_per_week,extracurricular_hours,num_activities,screen_time_hours,commute_minutes,family_support,friend_support,teacher_support,self_rated_stress,burnout_score,high_burnout
591,12,Male,7.7,4,4.7,4,11.2,3,,42.0,4,4,3.0,3,4,1
592,10,Male,7.4,5,3.2,2,5.7,0,1.5,10.0,3,5,2.0,4,4,1
593,10,Male,6.3,4,2.4,1,13.4,1,4.8,15.0,3,4,1.0,3,4,1
594,11,Female,8.9,5,3.0,2,4.3,5,2.8,,5,4,4.0,2,2,0
595,9,Female,6.8,5,1.2,3,7.7,1,,45.0,4,5,3.0,3,3,0
596,10,Male,8.8,4,1.0,0,10.1,3,3.0,2.0,2,3,4.0,2,3,0
597,11,Female,6.9,4,1.7,2,10.8,1,5.4,41.0,3,3,3.0,3,4,1
598,11,Female,9.5,5,2.8,4,11.2,3,0.5,16.0,2,3,3.0,3,3,0
599,12,Male,8.3,3,2.9,1,4.9,1,,21.0,5,4,3.0,2,4,1
600,11,Male,6.6,3,1.3,6,6.0,3,8.2,17.0,3,2,3.0,4,5,1
601,10,Female,6.9,3,2.4,1,0.0,3,4.7,26.0,5,4,4.0,3,3,0
602,11,Male,8.4,4,2.5,0,5.2,2,2.2,11.0,3,4,3.0,3,3,0
603,12,Female,7.2,3,2.0,2,10.4,1,4.9,38.0,3,4,3.0,3,4,1
604,11,Male,7.5,3,2.4,3,9.6,0,2.6,38.0,4,2,4.0,3,4,1
605,12,Female,8.8,4,2.9,1,5.7,2,3.1,7.0,3,4,4.0,2,3,0
606,12,Female,6.6,3,2.6,1,12.8,4,2.5,32.0,4,5,2.0,3,4,1
607,12,Male,7.6,2,4.1,1,4.5,3,3.0,,4,4,3.0,2,4,1
608,9,Female,9.3,3,0.1,2,3.1,0,2.6,23.0,3,4,3.0,3,2,0
609,11,Male,8.6,3,0.8,4,4.1,1,5.4,45.0,2,4,3.0,4,4,1
610,10,Female,7.8,3,2.4,4,1.5,2,4.9,12.0,2,5,5.0,3,3,0
611,11,Male,7.4,4,2.9,3,8.5,4,5.4,36.0,1,4,4.0,4,4,1
612,11,Male,5.8,3,3.2,0,7.2,2,5.3,29.0,3,4,5.0,4,4,1
613,12,Male,6.3,4,2.7,1,8.4,2,6.3,19.0,4,5,3.0,2,4,1
614,12,Male,7.8,4,2.3,2,4.3,4,2.7,28.0,2,4,3.0,1,3,0
615,10,Female,7.8,4,2.4,1,5.8,2,2.9,26.0,2,3,3.0,4,3,0
616,11,Male,7.8,4,2.4,5,0.0,1,4.8,5.0,4,5,3.0,3,3,0
617,11,Female,8.8,4,4.4,3,7.5,2,3.1,13.0,3,4,4.0,3,3,0
618,10,Male,6.6,4,2.1,1,6.4,0,4.8,6.0,3,4,2.0,3,4,1
619,9,Male,7.9,4,1.9,0,1.6,2,3.8,18.0,3,4,3.0,2,2,0
620,9,Male,8.4,4,4.5,0,5.6,3,5.8,42.0,4,5,2.0,5,3,0
621,12,Male,6.7,4,3.0,2,5.0,3,6.9,31.0,3,5,4.0,3,4,1
622,10,Male,9.5,2,3.0,2,13.1,2,2.1,2.0,3,4,1.0,3,4,1
623,12,Female,8.4,4,3.8,0,1.8,1,0.9,18.0,2,5,3.0,4,3,0
624,10,Male,8.3,3,3.1,0,7.3,3,2.7,26.0,4,4,2.0,3,4,1
625,12,Male,9.4,5,3.5,5,1.6,1,1.7,33.0,4,5,4.0,3,2,0
626,10,Female,6.3,4,2.6,2,3.8,3,6.4,12.0,3,4,3.0,3,4,1
627,12,Male,7.4,2,3.3,1,7.1,1,5.8,3.0,5,3,1.0,2,4,1
628,9,Female,8.6,5,1.4,1,5.2,2,2.0,21.0,4,5,4.0,1,1,0
629,11,Female,6.7,2,3.1,2,6.0,4,3.6,31.0,3,3,1.0,3,5,1
630,12,Female,7.8,3,5.2,1,7.3,2,1.8,26.0,4,3,3.0,3,5,1
631,12,Female,6.2,3,4.4,1,4.0,1,5.3,9.0,5,3,4.0,4,4,1
632,12,Male,8.2,3,3.5,1,9.5,1,3.8,48.0,4,5,5.0,4,3,0
633,9,Male,9.4,3,2.9,1,4.8,2,4.4,21.0,1,5,2.0,3,3,0
634,10,Male,8.2,4,1.5,1,5.6,1,4.7,25.0,4,4,3.0,3,2,0
635,9,Male,6.2,4,1.7,3,7.4,1,6.1,12.0,3,3,4.0,3,4,1
636,9,Female,7.1,4,2.9,4,6.9,2,2.1,39.0,2,4,4.0,5,4,1
637,11,Female,8.3,3,4.3,6,8.6,1,2.8,31.0,5,3,4.0,3,4,1
638,11,Female,7.7,4,2.0,3,7.3,0,5.7,27.0,5,3,5.0,3,2,0
639,12,Male,4.5,3,2.7,2,7.9,3,5.2,5.0,3,3,3.0,4,5,1
640,12,Female,8.8,5,5.4,4,4.7,1,0.9,38.0,3,4,4.0,4,3,0
641,11,Male,7.9,1,2.9,5,1.7,2,5.4,33.0,4,3,3.0,2,4,1
642,12,Male,6.5,3,5.0,3,0.3,2,4.0,37.0,3,4,1.0,5,4,1
643,9,Male,9.3,4,2.2,1,0.0,1,4.9,23.0,3,2,3.0,2,3,0
644,9,Male,7.5,3,2.2,1,13.1,2,4.3,21.0,3,5,1.0,3,3,0
645,11,Female,6.9,3,2.5,2,0.0,2,4.2,19.0,3,3,3.0,3,4,1
646,12,Male,7.8,3,4.1,2,10.8,1,6.3,56.0,2,4,2.0,4,5,1
647,9,Male,10.2,4,3.4,4,2.7,1,0.6,14.0,4,4,4.0,3,2,0
648,10,Male,9.7,4,1.4,1,10.7,3,5.3,4.0,5,4,2.0,1,1,0
649,11,Male,8.1,4,2.4,1,0.0,0,2.9,16.0,3,3,1.0,3,4,1
650,9,Male,8.7,4,2.9,1,5.1,2,3.8,14.0,4,3,4.0,2,2,0
651,10,Nonbinary,8.8,3,2.3,1,11.8,4,3.8,41.0,4,3,3.0,3,3,0
652,12,Female,6.1,3,2.7,2,8.9,0,4.5,2.0,4,4,3.0,3,4,1
653,11,Male,8.4,4,3.8,2,4.7,4,2.5,14.0,5,5,2.0,2,3,0
654,9,Male,7.4,2,3.1,2,0.0,5,3.8,25.0,2,4,4.0,3,3,0
655,12,Female,7.8,4,2.8,1,0.7,5,2.5,41.0,4,3,3.0,2,3,0
656,10,Male,7.7,3,2.6,1,11.6,5,7.3,33.0,3,4,,3,4,1
657,12,Female,8.0,5,2.0,2,4.6,6,3.2,46.0,2,4,1.0,3,3,0
658,10,Male,8.1,4,1.5,1,5.7,2,5.8,27.0,5,3,5.0,2,2,0
659,11,Female,4.3,4,2.9,1,7.1,4,7.9,19.0,5,4,5.0,2,4,1
660,10,Female,8.1,3,2.4,0,0.8,6,4.5,35.0,3,4,5.0,3,3,0
661,10,Male,8.7,4,1.4,1,7.6,3,3.4,2.0,4,3,2.0,2,2,0
662,12,Female,7.9,3,2.5,4,4.3,2,4.4,2.0,3,3,3.0,3,3,0
663,9,Female,8.1,3,0.9,0,7.2,3,4.9,37.0,3,5,4.0,1,2,0
664,9,Female,10.0,5,2.5,1,3.7,1,3.0,25.0,2,4,2.0,2,1,0
665,10,Male,8.3,5,0.4,3,0.0,1,1.3,36.0,2,5,2.0,2,3,0
666,11,Male,8.2,3,1.8,1,4.3,2,1.0,9.0,5,5,5.0,3,1,0
667,12,Male,8.6,3,1.3,2,8.6,2,6.1,41.0,4,2,3.0,1,3,0
668,12,Female,7.8,4,3.6,3,7.6,1,0.5,32.0,4,4,2.0,2,4,1
669,10,Male,7.0,4,0.6,1,6.1,5,4.9,22.0,3,3,4.0,2,3,0
670,10,Female,5.3,2,2.4,1,9.6,1,5.2,25.0,4,3,3.0,3,4,1
671,9,Male,7.7,2,3.6,1,5.2,1,4.4,27.0,2,3,1.0,4,5,1
672,11,Female,8.5,4,4.5,3,6.2,2,1.9,9.0,3,3,2.0,4,3,0
673,12,Female,7.1,2,1.4,2,4.1,3,5.1,16.0,2,3,3.0,2,3,0
674,11,Female,8.6,3,3.1,0,9.8,2,4.0,27.0,5,3,3.0,2,3,0
675,11,Male,7.9,4,1.8,4,7.2,1,8.5,16.0,2,4,3.0,3,3,0
676,10,Male,9.4,4,1.2,1,3.8,3,3.4,2.0,2,5,4.0,2,3,0
677,12,Female,7.1,3,3.1,2,0.0,1,6.7,26.0,2,2,3.0,3,3,0
678,10,Male,8.5,3,3.6,2,10.4,1,1.3,35.0,3,5,3.0,2,4,1
679,9,Male,8.8,5,2.6,2,3.0,3,5.2,38.0,3,4,4.0,3,2,0
680,10,Female,9.6,4,1.7,0,6.3,6,3.4,30.0,5,3,4.0,2,1,0
681,9,Male,6.3,3,2.7,2,15.4,0,5.5,34.0,3,2,3.0,3,3,0
682,9,Male,7.7,4,0.0,0,9.2,1,4.6,37.0,3,4,3.0,2,2,0
683,9,Female,9.1,4,1.2,2,12.4,2,6.1,23.0,4,2,3.0,1,2,0
684,10,Male,9.7,5,1.6,3,3.8,3,3.4,2.0,3,4,2.0,1,2,0
685,11,Female,8.0,4,2.9,0,10.3,0,2.7,39.0,5,5,5.0,1,2,0
686,10,Male,7.6,5,2.2,3,6.1,1,3.3,9.0,3,3,3.0,3,4,1
687,10,Female,8.8,3,2.3,2,7.5,2,4.8,5.0,4,5,3.0,2,2,0
688,12,Male,8.4,3,3.0,0,14.1,4,4.5,5.0,4,4,2.0,3,3,0
689,11,Female,7.3,3,2.8,3,4.9,3,2.0,59.0,3,2,4.0,3,4,1
690,11,Male,8.1,4,3.3,1,6.1,1,4.8,29.0,4,3,2.0,3,3,0
691,10,Male,9.2,3,2.5,1,2.4,2,1.5,6.0,3,4,5.0,3,3,0
692,12,Female,9.5,5,2.9,2,9.6,4,3.8,12.0,4,4,5.0,2,3,0
693,9,Male,9.0,5,2.4,1,3.8,0,2.1,22.0,4,2,4.0,1,2,0
694,10,Nonbinary,8.0,3,3.2,4,10.1,3,3.5,30.0,3,4,3.0,2,4,1
695,12,Male,7.4,4,2.6,3,0.0,2,3.5,26.0,2,4,3.0,4,4,1
696,10,Female,8.6,4,2.3,4,8.2,2,6.1,8.0,5,5,3.0,2,1,0
697,11,Male,7.6,4,4.0,0,3.4,2,4.9,27.0,4,3,4.0,2,3,0
698,11,Female,7.9,3,1.7,2,8.9,3,6.1,13.0,2,4,3.0,3,3,0
699,11,Female,6.5,3,4.6,1,5.9,4,9.5,38.0,3,5,4.0,3,5,1
700,10,Male,9.4,4,1.1,2,3.9,1,3.2,23.0,2,4,2.0,2,2,0
701,9,Male,6.9,4,1.7,0,4.5,2,7.1,11.0,4,5,5.0,2,3,0
702,10,Male,7.5,3,1.4,2,2.6,4,3.2,32.0,4,4,3.0,3,2,0
703,9,Female,8.3,2,4.2,1,9.4,2,5.8,28.0,4,4,2.0,3,3,0
704,12,Male,9.6,3,2.7,4,1.8,2,1.7,15.0,3,4,4.0,3,3,0
705,10,Male,7.5,3,1.9,1,4.9,3,4.3,33.0,3,3,4.0,3,4,1
706,11,Female,7.0,3,2.4,2,7.4,3,5.5,31.0,4,5,1.0,2,3,0
707,12,Male,6.8,5,3.3,1,12.5,0,5.8,40.0,5,2,3.0,2,5,1
708,12,Female,9.3,4,2.9,1,6.0,1,1.2,33.0,4,3,1.0,2,4,1
709,10,Female,4.9,3,2.3,1,5.0,5,4.5,19.0,2,4,3.0,5,4,1
710,10,Male,6.8,3,0.0,1,7.1,0,5.7,2.0,3,4,3.0,2,4,1
711,12,Male,10.5,5,3.3,4,0.0,2,1.9,25.0,4,4,3.0,2,2,0
712,11,Female,8.3,3,2.8,2,1.2,1,1.6,27.0,3,5,2.0,4,4,1
713,12,Female,6.2,3,4.2,2,4.5,1,5.0,23.0,2,4,3.0,4,5,1
714,12,Female,7.4,3,4.5,3,3.1,2,4.2,2.0,2,3,5.0,3,5,1
715,12,Male,7.5,5,3.0,4,0.0,3,4.6,,5,4,5.0,3,2,0
716,9,Female,9.1,4,2.8,2,9.4,1,4.2,,2,3,2.0,2,3,0
717,11,Male,9.7,4,1.7,1,7.0,1,3.7,32.0,4,4,4.0,2,1,0
718,9,Nonbinary,8.6,4,2.8,2,6.6,1,2.4,48.0,3,3,4.0,3,3,0
719,11,Female,7.1,4,2.2,1,3.2,3,3.9,18.0,3,4,1.0,2,5,1
720,12,Male,8.3,4,2.0,4,6.3,1,5.3,29.0,3,5,2.0,3,4,1
721,10,Male,7.2,3,2.2,2,8.1,3,3.6,22.0,4,4,1.0,4,4,1
722,10,Male,6.8,3,3.8,1,4.9,1,4.1,30.0,4,3,4.0,3,4,1
723,9,Female,6.3,3,2.2,1,7.8,5,2.6,24.0,3,3,2.0,4,4,1
724,12,Female,5.7,3,4.7,1,2.8,0,5.3,14.0,4,2,3.0,3,4,1
725,9,Female,7.2,3,1.3,0,6.4,0,5.0,8.0,2,4,5.0,4,2,0
726,9,Male,6.9,2,3.0,2,10.6,3,1.5,46.0,4,5,5.0,2,3,0
727,9,Male,8.5,4,1.3,3,10.9,1,2.0,29.0,3,3,2.0,2,2,0
728,9,Female,6.9,3,2.2,2,11.3,2,2.4,34.0,3,2,2.0,4,4,1
729,10,Female,4.5,3,2.6,2,7.1,1,7.4,28.0,4,3,4.0,5,5,1
730,10,Male,6.8,4,3.1,1,6.1,3,1.7,37.0,3,5,2.0,4,3,0
731,10,Female,7.4,4,2.7,4,4.2,0,4.2,9.0,3,5,4.0,2,3,0
732,9,Female,7.5,4,1.3,0,0.0,3,5.4,23.0,5,4,5.0,2,2,0
733,9,Male,9.9,5,2.9,0,0.6,3,3.2,30.0,3,3,4.0,2,2,0
734,10,Female,7.3,3,4.1,0,5.3,2,3.7,41.0,4,4,4.0,2,3,0
735,9,Female,9.2,3,1.4,0,5.6,2,3.8,62.0,5,5,4.0,2,1,0
736,11,Female,7.7,3,1.0,1,11.6,1,5.8,28.0,5,3,3.0,1,3,0
737,9,Female,8.2,3,2.5,0,11.3,2,3.7,12.0,5,4,3.0,1,3,0
738,10,Male,7.0,3,2.1,1,3.3,1,1.0,4.0,3,4,2.0,2,4,1
739,10,Male,7.9,3,2.3,0,9.3,4,5.9,8.0,3,2,4.0,4,4,1
740,10,Male,7.1,4,3.0,0,4.1,3,5.2,10.0,4,5,2.0,2,4,1
741,9,Female,8.4,3,1.5,1,8.7,2,3.7,2.0,5,4,,2,2,0
742,9,Male,7.9,2,1.7,5,9.2,2,0.9,12.0,3,2,4.0,2,4,1
743,12,Female,6.4,4,3.1,2,11.0,1,4.5,33.0,4,3,3.0,4,4,1
744,9,Male,9.3,4,3.5,1,4.0,1,1.8,23.0,5,3,2.0,1,3,0
745,10,Female,8.4,3,2.4,1,10.1,6,1.8,18.0,4,4,3.0,1,3,0
746,10,Male,7.5,3,1.2,3,0.0,1,4.1,2.0,5,3,2.0,2,3,0
747,10,Female,8.1,4,1.2,1,11.2,0,3.1,38.0,5,4,3.0,2,3,0
748,10,Female,7.9,5,2.5,4,5.9,3,3.3,30.0,5,4,2.0,3,2,0
749,12,Male,6.5,3,2.1,1,6.0,2,6.1,22.0,4,4,2.0,2,3,0
750,12,Female,7.5,3,1.6,1,0.0,0,4.7,,5,4,4.0,3,2,0
751,9,Female,7.5,4,2.6,3,4.4,2,3.5,15.0,3,4,4.0,3,3,0
752,10,Male,6.9,2,3.1,1,11.4,0,3.7,29.0,4,4,3.0,2,5,1
753,9,Male,6.4,5,1.6,0,4.3,2,4.2,22.0,3,4,2.0,2,2,0
754,10,Female,7.6,5,2.7,3,8.9,3,3.8,25.0,2,4,4.0,3,4,1
755,11,Male,8.3,2,3.0,3,6.1,5,4.8,32.0,2,4,3.0,2,4,1
756,9,Male,7.4,3,2.6,3,10.3,1,2.7,24.0,4,3,5.0,3,3,0
757,10,Male,10.7,4,3.0,3,6.8,3,4.7,32.0,4,5,3.0,1,2,0
758,12,Male,8.4,4,0.6,0,2.3,0,4.7,9.0,3,3,3.0,2,2,0
759,9,Male,9.6,4,1.8,0,6.2,3,0.5,4.0,5,5,3.0,1,1,0
760,10,Male,8.8,4,2.9,1,12.4,0,3.7,29.0,2,3,3.0,2,3,0
761,11,Male,9.7,4,2.4,0,8.0,1,4.6,32.0,4,4,5.0,2,1,0
762,9,Male,7.3,3,2.0,2,5.5,4,5.0,30.0,3,5,3.0,4,3,0
763,9,Female,5.4,3,2.8,2,15.0,4,4.9,24.0,4,3,4.0,4,4,1
764,9,Female,7.7,4,2.1,1,10.6,1,4.1,17.0,4,3,3.0,1,2,0
765,12,Female,8.1,3,4.7,2,9.3,3,4.2,25.0,4,3,4.0,2,4,1
766,9,Male,8.4,2,3.1,1,7.3,1,5.0,28.0,4,4,1.0,4,4,1
767,9,Female,8.5,5,1.9,0,8.9,3,1.4,29.0,4,4,5.0,2,2,0
768,9,Male,9.7,4,1.8,0,9.1,4,,61.0,2,4,4.0,1,3,0
769,9,Male,8.6,4,0.0,1,0.0,1,,8.0,5,3,3.0,2,1,0
770,11,Nonbinary,8.6,3,2.5,1,7.6,2,3.7,70.0,3,5,4.0,2,3,0
771,9,Female,7.2,4,0.6,3,5.4,2,6.9,3.0,3,4,3.0,3,3,0
772,11,Male,6.5,5,3.0,2,4.0,4,9.7,28.0,3,3,2.0,2,4,1
773,11,Male,9.5,4,3.0,4,5.2,3,2.3,4.0,4,4,1.0,2,3,0
774,12,Female,7.6,2,3.9,4,0.0,7,2.3,27.0,3,4,5.0,4,4,1
775,9,Male,7.5,2,3.4,1,0.0,6,3.9,37.0,3,5,3.0,2,4,1
776,12,Female,6.8,3,3.2,4,11.0,1,6.5,22.0,5,5,3.0,4,4,1
777,11,Male,7.0,3,5.1,1,7.8,0,6.6,37.0,2,4,3.0,3,5,1
778,9,Male,7.4,2,2.2,0,0.0,3,8.0,16.0,4,3,5.0,2,3,0
779,12,Female,6.0,4,1.9,3,3.7,5,5.1,2.0,2,2,3.0,5,5,1
780,12,Female,5.8,2,2.6,1,9.5,1,6.1,31.0,4,3,,2,5,1
781,9,Female,8.0,5,1.6,2,4.9,2,2.9,22.0,3,4,3.0,3,2,0
782,12,Female,6.8,5,3.8,2,11.0,1,0.7,15.0,4,3,2.0,4,4,1
783,10,Male,9.2,4,1.5,2,10.2,0,3.2,16.0,2,2,4.0,2,3,0
784,11,Female,8.0,4,2.5,4,0.6,3,2.2,28.0,5,4,4.0,2,2,0
785,12,Female,7.7,3,3.0,1,5.4,1,5.2,10.0,4,4,3.0,2,4,1
786,10,Male,7.1,4,2.0,1,4.2,0,1.5,28.0,4,3,3.0,3,3,0
787,12,Male,7.3,3,4.0,1,0.4,2,3.2,40.0,4,5,3.0,3,3,0
788,10,Male,8.3,3,3.0,0,0.2,2,4.2,53.0,2,4,4.0,2,3,0
789,12,Male,8.2,3,4.4,2,2.8,4,4.5,43.0,3,5,5.0,4,3,0
790,11,Female,7.6,3,2.5,2,3.4,1,4.2,24.0,4,5,3.0,2,3,0
791,9,Male,9.4,4,3.2,0,7.1,3,6.1,26.0,2,5,3.0,1,3,0
792,10,Female,8.0,4,1.0,1,10.2,2,6.5,16.0,2,4,3.0,2,3,0
793,10,Male,8.8,3,1.0,3,8.1,1,2.4,15.0,3,3,2.0,2,3,0
794,9,Nonbinary,7.7,5,0.8,1,9.0,0,6.8,,2,4,1.0,2,3,0
795,9,Male,6.2,2,2.0,3,4.9,1,7.9,17.0,3,5,3.0,2,3,0
796,10,Male,8.2,5,3.6,0,8.4,2,3.7,27.0,4,3,4.0,3,3,0
797,9,Male,9.0,3,1.4,1,5.4,4,3.5,8.0,4,5,3.0,3,1,0
798,9,Female,8.8,4,1.5,2,4.2,3,3.4,43.0,5,4,3.0,2,1,0
799,11,Male,8.2,3,2.6,1,13.6,0,2.8,17.0,4,4,2.0,1,5,1
800,11,Male,7.3,3,3.4,2,0.0,0,3.5,38.0,4,3,3.0,2,4,1
801,11,Nonbinary,6.8,4,2.3,2,0.0,1,6.8,11.0,4,3,3.0,3,3,0
802,10,Male,8.6,5,1.9,1,7.5,4,4.3,11.0,4,3,4.0,1,3,0
803,12,Female,7.9,5,1.9,4,4.9,4,3.2,42.0,4,5,4.0,2,3,0
804,11,Male,7.1,3,2.2,1,0.3,2,3.1,13.0,5,3,4.0,1,3,0
805,9,Female,9.4,4,3.2,1,1.8,0,1.9,2.0,5,5,5.0,2,1,0
806,9,Female,7.2,3,2.1,0,2.3,2,4.2,6.0,4,3,4.0,4,2,0
807,11,Female,7.1,3,2.1,0,9.6,4,6.0,35.0,5,3,4.0,1,4,1
808,9,Male,10.0,3,3.2,0,10.8,1,1.4,33.0,4,4,1.0,2,3,0
809,10,Female,8.9,4,1.8,1,12.6,5,4.9,11.0,3,4,4.0,2,3,0
810,12,Female,7.1,4,4.6,4,0.0,3,4.9,13.0,3,4,3.0,3,4,1
811,9,Female,8.5,2,3.4,2,0.5,1,3.9,32.0,3,4,3.0,4,4,1
812,9,Male,8.4,4,2.1,1,0.3,1,5.4,42.0,3,5,2.0,4,2,0
813,12,Male,4.4,4,1.7,3,11.2,2,7.5,21.0,3,4,5.0,4,5,1
814,11,Female,6.7,4,5.1,2,7.7,1,2.5,30.0,2,3,1.0,4,5,1
815,9,Female,8.1,3,2.4,0,6.3,3,2.2,35.0,4,3,5.0,2,2,0
816,12,Male,7.1,2,2.9,1,6.9,4,4.2,54.0,4,5,4.0,3,4,1
817,12,Female,7.7,4,4.2,1,5.8,0,4.7,5.0,2,3,1.0,4,5,1
818,11,Male,8.9,2,3.5,4,1.5,3,5.6,12.0,3,3,5.0,3,3,0
819,11,Female,7.3,4,4.1,3,8.1,0,4.5,14.0,5,5,4.0,4,3,0
820,10,Male,6.8,3,1.7,5,5.3,0,7.4,34.0,4,5,1.0,3,3,0
821,9,Female,8.6,5,2.3,3,1.2,2,2.5,18.0,4,4,3.0,2,2,0
822,11,Male,7.3,2,1.6,1,8.3,1,3.6,27.0,3,4,4.0,3,3,0
823,10,Female,7.8,4,3.1,1,4.3,2,3.6,24.0,4,4,5.0,3,2,0
824,11,Male,7.4,3,2.8,1,6.9,2,3.1,22.0,4,3,3.0,4,2,0
825,12,Nonbinary,9.9,4,3.5,1,5.5,0,4.7,24.0,3,3,,3,4,1
826,9,Male,5.7,2,1.9,4,9.6,3,0.9,37.0,3,3,5.0,4,3,0
827,11,Female,7.3,4,2.5,1,6.9,1,3.6,7.0,3,5,4.0,3,3,0
828,9,Female,8.2,4,1.1,3,2.5,4,5.7,20.0,2,4,1.0,3,3,0
829,12,Male,6.6,5,4.0,0,7.3,3,4.3,4.0,2,5,4.0,5,4,1
830,9,Male,9.2,5,3.5,2,7.4,4,5.0,25.0,3,4,4.0,1,3,0
831,11,Female,8.6,3,2.2,2,8.0,2,7.2,19.0,3,3,3.0,3,4,1
832,11,Female,7.6,3,3.4,1,10.1,1,4.4,38.0,3,5,2.0,1,4,1
833,10,Female,7.7,2,2.8,3,3.5,3,6.1,22.0,2,4,3.0,4,4,1
834,11,Male,7.6,5,2.8,3,8.7,1,8.1,15.0,4,4,3.0,3,3,0
835,11,Male,7.6,3,1.3,2,0.0,2,4.9,18.0,5,4,4.0,2,2,0
836,11,Male,7.6,5,1.5,2,5.5,0,4.2,48.0,5,5,4.0,1,2,0
837,11,Male,7.5,4,2.0,2,4.9,1,5.7,2.0,5,4,1.0,2,3,0
838,12,Female,7.7,4,1.1,0,11.8,4,6.1,13.0,4,5,3.0,2,2,0
839,10,Female,8.8,4,3.8,3,5.4,0,3.5,23.0,4,3,4.0,3,3,0
840,10,Female,6.6,4,2.8,1,8.4,0,4.1,12.0,4,5,3.0,2,4,1
841,9,Male,7.0,3,2.0,1,0.0,2,7.3,29.0,3,4,3.0,2,3,0
842,12,Female,5.5,3,1.0,1,4.6,5,5.1,21.0,4,4,5.0,3,3,0
843,10,Female,8.9,4,0.6,3,2.6,2,5.4,26.0,4,5,5.0,1,2,0
844,10,Female,8.2,4,2.4,4,15.9,5,4.3,24.0,3,3,3.0,4,4,1
845,9,Female,8.8,3,4.0,3,3.3,4,6.4,20.0,4,4,3.0,3,3,0
846,12,Male,5.9,4,2.5,2,6.3,4,3.9,3.0,3,5,4.0,2,3,0
847,10,Female,9.9,4,3.3,0,6.5,4,1.5,25.0,3,5,4.0,2,2,0
848,11,Female,7.0,4,2.3,1,0.0,1,6.0,2.0,4,5,2.0,3,3,0
849,9,Male,8.4,3,2.1,3,3.9,2,2.0,12.0,4,4,2.0,4,2,0
850,12,Female,8.4,3,4.4,1,7.6,2,3.9,29.0,3,5,3.0,4,4,1
851,9,Female,7.1,5,1.7,0,6.3,1,7.0,40.0,3,3,2.0,2,3,0
852,9,Female,7.6,5,1.3,1,0.0,7,1.4,57.0,4,2,1.0,3,2,0
853,12,Male,7.6,4,4.6,3,3.7,1,4.9,16.0,2,3,2.0,3,4,1
854,12,Female,10.6,4,3.2,4,10.1,2,4.4,9.0,3,5,4.0,3,3,0
855,9,Male,8.5,4,3.1,0,8.4,1,3.7,30.0,2,3,5.0,3,4,1
856,10,Male,9.7,5,1.7,1,10.9,6,1.5,50.0,4,2,2.0,3,3,0
857,11,Male,9.0,4,4.2,3,2.1,3,3.0,45.0,5,2,3.0,4,3,0
858,12,Female,7.9,3,3.5,0,11.1,1,2.7,6.0,4,4,,3,3,0
859,10,Male,6.9,5,2.8,1,5.8,4,4.8,20.0,3,2,3.0,3,4,1
860,10,Female,9.1,4,2.5,2,12.4,2,2.9,35.0,3,4,2.0,3,3,0
861,11,Female,6.1,5,2.3,1,6.0,3,4.3,36.0,3,3,4.0,3,4,1
862,11,Male,9.5,3,2.8,1,0.0,3,3.8,31.0,5,3,2.0,1,3,0
863,12,Female,7.7,4,2.8,1,9.4,2,6.7,15.0,4,3,2.0,3,4,1
864,11,Female,4.8,5,3.8,1,4.2,0,6.4,31.0,4,4,3.0,5,4,1
865,9,Female,7.8,4,1.8,1,4.5,3,6.3,36.0,1,3,4.0,3,3,0
866,12,Female,8.2,3,1.7,2,0.2,3,6.4,8.0,2,4,2.0,4,4,1
867,12,Female,7.2,3,1.5,3,12.5,0,3.5,42.0,4,4,3.0,2,4,1
868,12,Male,8.2,5,1.5,1,3.9,3,4.3,37.0,3,4,2.0,2,3,0
869,9,Male,7.3,3,2.6,2,12.3,3,3.7,11.0,4,5,3.0,3,3,0
870,9,Female,6.8,3,0.8,1,4.3,2,2.3,36.0,4,4,4.0,3,3,0
871,11,Male,7.6,3,3.1,0,2.3,1,4.8,,4,3,3.0,2,3,0
872,9,Female,8.2,5,2.1,1,11.3,2,2.2,35.0,2,4,5.0,3,2,0
873,12,Female,7.1,4,3.1,2,5.7,3,5.3,46.0,2,4,3.0,4,5,1
874,10,Female,9.3,4,2.8,2,5.7,2,0.7,22.0,4,4,4.0,1,3,0
875,11,Female,6.8,2,3.0,2,0.9,2,5.0,27.0,3,3,4.0,4,3,0
876,12,Female,7.8,5,0.5,1,4.2,1,1.6,2.0,3,5,3.0,3,3,0
877,10,Female,8.0,3,2.1,3,7.7,0,5.1,39.0,4,3,2.0,3,3,0
878,10,Female,6.2,2,2.8,1,0.8,3,4.5,37.0,3,4,3.0,2,4,1
879,11,Male,6.2,2,4.4,5,3.8,3,4.3,42.0,4,5,3.0,4,4,1
880,11,Female,7.7,3,4.5,2,4.3,1,,8.0,4,3,3.0,3,4,1
881,10,Female,10.1,3,1.0,2,6.3,3,2.2,36.0,4,4,3.0,1,1,0
882,11,Female,8.3,3,2.5,1,11.9,1,4.0,37.0,4,3,2.0,3,3,0
883,12,Male,5.6,4,1.6,3,4.8,5,5.1,12.0,1,4,2.0,4,5,1
884,10,Female,4.5,2,3.9,0,3.2,2,,38.0,3,5,2.0,4,5,1
885,9,Male,9.0,4,3.0,2,17.0,4,5.1,29.0,4,4,3.0,3,3,0
886,10,Female,7.8,3,2.8,3,4.3,0,5.5,2.0,3,5,2.0,3,3,0
